id,objectid,highstreet,highstre_1,area_ha,gdb_geomat,test_IMD_decile,test_IMD_rank,test_income_decile,test_income_rank,test_employment_decile,test_employment_rank,test_education_decile,test_health_decile,test_crime_decile,test_environment_decile
185,180,180,"Chislehurst High Street, Chislehurst.",11.0169472159746,,7.61408627512869,23489.9144725879,6.96392626607767,21614.0142450643,7.75306041347419,23743.9900162736,7.68123284904142,8.63735695016902,5.34772705750871,5.76639609085421
188,183,183,"Nuxley Road, Belvedere.",11.4231467875281,,4.13333982358031,10761.6627553797,3.14697167920884,9497.42648395758,3.18224215419711,9478.32265299922,3.10747494410831,5.17808903655319,5.06104534168691,4.0788938298212
195,189,189,"Chamberlayne Road, Kensal Rise",3.21608435617936,,4.63443899672578,13607.567272804,4.09516163941879,11929.9020806296,4.96262360973929,14900.3303355505,7.67167455411524,7.37968878722319,3.6919690200256,2.7052535371462
201,195,195,"Wilton Road & Harrow Manorway, Abbey Wood",9.77796769565057,,3.868204328217,11466.3254551181,3.31267279137407,9566.39299248493,4.36950009773799,12253.2677700698,5.18429080990631,5.96341772109925,3.29733266112452,5.02036321356419
202,196,196,"Barnehurst Road, Bexleyheath",3.12198080957,,6.90997983314719,21138.870863346,6.64962046867104,20311.3141258367,6.54739447846487,20041.4435972148,5.30697156016997,7.87693634165417,6.48737432664234,5.57429487542972
203,197,197,"Midfield Parade, Bexleyheath",1.76251686775435,,7.13508530677591,21748.0359297945,6.91877426199846,21362.2802338516,6.98975229374206,21553.5532775827,5.56863944165302,8.12741935427781,5.90248825610978,5.58038474870487
204,198,198,"Long Lane & Heversham Road, Bexleyheath",2.09818249248464,,7.93315289026921,24424.476272817,7.51097466724109,22987.2295147979,7.68637793438436,23501.7441671979,6.05330994161404,8.5266062040505,6.90802717478602,5.54765884822014
209,203,203,"Barking Road (Balaam Street), Plaistow",18.9473735186696,,2.06699852592803,4578.64663075472,2.16761191538031,4955.71487220968,3.19744425158938,8313.94699844511,4.07623631606995,3.3017942662183,2.05102996244877,2.04644594391084
215,220,220,"Seven Sisters Road, Seven Sisters.",5.18683874972527,,2.51783712751123,6335.10519270664,2.04819865171889,5072.66914394414,2.5741145803633,7380.61072993283,4.02286312513042,4.0574052301741,2.51371173651212,3.45520056971893
218,212,212,"Green Lanes (Vicars Moor Lane), Winchmore Hill",6.83161602915078,,7.47023614707676,22762.28008594,6.62422160175202,19988.0857242726,7.68380277286305,23738.3434527226,8.27932765274825,9.19971547418909,6.71555305330921,4.90047623817642
220,214,214,"High Road, Stamford Hill / South Tottenham",18.4147281939351,,2.98308391340253,8206.61199860649,4.21601354451282,11526.3123568089,5.22576157745304,14763.8519161137,2.79332404950746,5.58655117852033,2.74171538373115,2.00085913145665
221,215,215,"High Road, West Green Road, Seven Sisters",16.6115437760505,,2.98848424088974,7577.09403458384,2.99670099634409,8119.45668720722,4.40014867847635,12162.287420944,4.30914374687755,5.88680108214411,1.81178463002325,1.66529209605295
222,216,216,"First Avenue, Bush Hill.",7.09487416703645,,4.08525993880128,11420.6632248397,4.05876002492916,10661.5705459433,4.13764569909252,10921.4678286744,5.99617693003313,6.14345989219341,4.08265850276241,3.03290821818082
223,217,217,"Silver Street, Silver Street.",5.12862096054841,,2.22157742100323,5087.29672234956,1.36098161474153,4064.18044736971,2.48586363987042,6537.06409503684,2.36981861534413,5.49410182313673,3.88397704477533,3.62937491563908
227,221,221,"West Green Road, West Green.",5.36558901053021,,3.07399593296666,8608.72370607328,3.05504378181296,8203.46332521284,4.11633482297729,11805.238815438,4.95973555680056,5.57184395731937,2.16722928216415,2.58689698950986
228,224,224,"Grove Park Road, Mottingham.",7.48116803325856,,4.80484344218262,14325.1754612539,4.63089085024038,13392.124642752,4.80485328135788,13961.7977824174,5.66590579189129,6.39465069712858,3.07516776687817,5.10876387550831
229,222,222,"Lordship Lane, White Hart Lane.",6.63376459630915,,1.55221460045827,3806.42799089758,1.52565155530103,3434.06603245782,2.29387424124723,5997.04252377531,2.65124743966301,4.85246640730821,1.45040022761613,2.30283390763696
230,225,225,"Southborough Lane, Petts Wood.",4.70768930429613,,7.5434270167248,23991.5228355044,7.36238113894854,22958.4994921136,7.99382673751694,24508.9871205829,7.87463023005799,8.98549847170919,6.0768116763448,6.34893969168689
231,223,223,"Lordship Lane, Wood Green.",13.1309424046213,,2.60725382469666,6900.05501469555,2.66364659744323,7177.6744027301,3.72546033560912,10340.904819546,3.84678041192972,5.2702329531902,2.08181000308361,2.13878596197868
232,226,226,"Pickford Lane + Avenue Lane, Bexleyheath.",7.78048391517678,,8.35056752500162,25564.0873934213,7.48200099008203,23248.5511097577,7.46242754819953,22401.2580547426,6.47720147511754,8.71707105381041,7.5354885485248,6.12889546389888
236,230,230,"Main Road, Sidcup.",5.47730139896089,,7.99402486307602,24091.002560913,7.0134314580653,20239.5850801321,8.95465264180745,27163.306970285,6.98909403236162,8.97153948151544,8.94090141818684,3.09198161912007
238,232,232,"Upton Lane, West Ham.",7.31219508910272,,3.04748897133599,8885.4335113434,3.08692322365742,8386.26370884155,4.33151707326657,12866.5405478114,5.15511056269902,5.80800830959226,4.39747436456869,3.39001541600648
239,233,233,"Woodgrange Road & Romford Road, Forest Gate.",37.0726380796985,,2.53651165882422,6923.04166384714,2.52225206742101,6931.69980767502,4.22338990247015,12310.8992177289,4.83443983976059,5.25961564130892,3.19768316411951,2.2929893692407
240,234,234,"Bexley Road, Erith.",15.9562331500602,,3.33588197217056,9523.24251777301,2.36487885959395,7072.61003829623,3.31919488780365,8790.56718709508,3.08275707821832,4.68823813954782,3.93321709207824,5.45020751964866
241,235,235,"Bexley High Street, Bexley.",19.6926072482182,,8.00162877203698,24094.2826158266,7.02803402506976,21478.407121406,8.00287650147127,25571.5257497627,7.98126317223885,8.01188281318746,4.05006368955081,4.03926878907436
243,237,237,"Billet Road, Walthamstow.",4.39586311694429,,3.28089684959109,9101.60596403095,3.10494065468806,8517.9761809515,4.25196629656392,12406.9181823471,4.47970828216105,5.73326908363575,2.97964155919349,2.32997456129947
244,238,238,"Cotmandene Crescent, St Pauls Cray.",7.25472839079926,,2.87039430093783,7022.57332765828,2.16108451908103,6127.97015531787,2.9388402343015,7148.07058730936,3.02357076403695,4.52994323670006,2.19055836286549,5.67292242397717
245,239,239,"Romford Road, Stratford.",4.37647667006272,,2.81795358438997,8030.11933097291,3.03654665480594,8476.8781980693,4.38528092944659,12795.7876965391,6.22970200323828,4.35147015576103,2.65201449475627,2.4352950831927
246,240,240,"High Street, Plaistow.",11.4407314745241,,2.97966889282251,7806.14547305263,2.99862271754683,7762.05118610575,4.03248926059181,11224.7814957376,5.82580608999985,4.95291131322127,3.21433196004014,3.01637978266589
248,241,241,"High Street South, East Ham.",5.85080622425622,,3.21744840374152,8554.35888302922,3.30683193773563,9135.79576088688,4.7025548545853,14001.0995150873,4.79932595593595,5.69971400374459,3.75980713780352,2.82198150439397
249,242,242,"Church Road, Woodgrange Park.",4.97271773777431,,3.15881366263684,8937.90576773152,3.37151902367508,8954.51330844214,4.93073924212172,14028.6609461118,4.39555837682212,6.295930703238,4.55167965311649,2.80903509773081
250,243,243,"Romford Road, Little Ilford",7.11095294002234,,2.12613161208331,5304.12546459187,2.13902261883138,5471.86200570266,3.19825932511034,8170.28544413516,4.0886092362079,4.24211653472931,2.19573761783478,2.99997180933641
251,244,244,"Forest Road (Pembar Avenue), Blackhorse Road",5.78140177765841,,4.660945518,13545.6780763638,4.58631432044408,12473.4641357729,6.47385479387118,19122.7413881541,5.93280080024427,6.71577297105727,5.33028549156694,1.61274704217507
252,245,245,"High Street, St Mary Cray",6.03504332891302,,3.80948842067748,10101.7370635295,3.00818536637031,8572.5292259211,3.8497117989044,11487.2902163683,3.83745690820079,5.25443894535115,2.0920703038191,5.2460769984912
253,246,246,"Sidcup Hill, Sidcup.",5.16837738007328,,3.38797209907689,8735.55942880553,3.06687210645829,7913.88277728313,3.47913749850357,8835.21808947575,3.34154497490496,3.8225611956202,4.6051685764514,5.12290265917794
254,247,247,"Blendon Road, Bexley.",10.0166632443387,,6.10519764141705,19445.2291256308,5.13909748285871,16795.4119998187,7.06210689773664,21401.8964006688,4.08493200731508,8.04057303020125,6.05172787450642,4.06127388713672
255,248,248,"High Street North, East Ham & Barking Road (Greengate Street), Plaistow",73.9514228667311,,3.07856366502166,8456.98479291758,3.97198217899518,11374.6249627368,6.18799246399597,18747.2410328905,5.2948586026169,7.40341515641808,2.19792423568599,1.8950675616205
256,249,249,"Burnside Avenue, Walthamstow.",7.22187719545165,,3.0485243219779,8469.57927073714,3.04712742718004,8318.48966962548,4.03952218884266,10909.3171108413,4.04066381549099,6.01373572739553,1.11249197598618,3.95467533453396
257,250,250,"Chingford Mount Road, Walthamstow.",9.69806591287962,,4.3282178962645,12449.8036767702,4.36442007860707,12198.6524665615,5.22463586146528,15648.8407584236,5.16682066350899,6.5181251911414,3.35660079007747,3.10095742033198
259,252,252,"Old Church Road, Chingford.",13.9731839121659,,4.48478837313203,12497.8370110289,4.32579625953261,12180.3068524346,4.82087530902493,14224.8927984417,4.59191241096587,6.51511469894742,3.57688527074134,3.44105770636778
260,253,253,"Forest Road & Palmerston Road, Walthamstow",10.1354268623299,,4.00113805271212,10188.7737337322,3.08653379049197,9364.48604975466,5.01884900992091,14317.4490982316,4.21676720060498,6.00559648589169,3.98327417841037,2.03837324655899
261,254,254,"Station Road, Belvedere.",13.26533667261,,4.6038232078837,13343.7601933994,3.90170539500526,11260.9798294015,4.87278915713351,14146.7542256561,4.49673666424211,6.93240533881497,4.44995840988477,4.43078092917351
262,255,255,"Kings Head Hill, Chingford.",7.18195928058036,,3.03902917893515,8808.05072233776,3.03221775786098,7699.20310005127,4.01743207829356,12747.5975553241,5.98101988325277,4.06631348622238,5.96970779841674,2.04974994207384
264,257,257,"Grove Green Road, Leytonstone.",4.6058507326286,,4.78447725407671,13520.1462144458,4.76486136685979,13836.8652751492,6.03139831500909,17550.6790979403,6.75834003133767,6.73010321923948,5.37084682763978,1.54138642231112
265,258,258,"Greenford Road, Greenford.",7.14188623510045,,4.5154125590565,12891.9340764421,4.32296334890396,13041.339987834,5.44233315736159,15963.1623068554,6.87406478309603,6.19525353172996,3.47505702743238,2.91935206543286
266,259,259,"Northolt Road, Northolt Park.",8.86439155728783,,5.44237314161708,15963.6982799652,4.50175505311718,12886.2944201279,5.87065767643803,17381.7654372248,6.56699341293049,8.32588899647217,5.42384542216706,4.24275886693079
267,260,260,"Western Avenue/Greenford Road, Greenford",4.90554535811702,,4.26407717637439,12118.5180511882,3.88008981038546,11263.0752166921,4.7931173691289,14356.4920369455,6.4565099505706,6.39577353965816,4.43729856509073,3.23490334443268
268,261,261,"Oldfield Lane North, Greenford.",6.55029984230655,,5.02367874897806,15073.1808822273,5.58212092333264,15639.5791977927,5.93064621233439,18756.3812955648,7.49445210376609,7.17249870024696,5.00912004731544,2.50271635894315
269,262,262,"Oldfields Circus, Southall",5.30943326804923,,5.45773088148688,16128.443577038,4.88788166527445,14117.2282825173,6.08490680196879,18767.5534844883,6.09410584774509,8.28927922896004,5.19131645235826,3.9919155686695
270,263,263,"Pittshanger Lane, Ealing.",5.76867111091973,,7.23505665440512,22081.7329496901,6.89279800864271,20921.0986520216,7.46950688649199,22921.6155509464,9.10414736396735,8.5193325747219,5.934567674507,3.4691847212553
271,264,264,"Pinner Green, Pinner.",8.53904440956336,,5.08702793489846,15815.3348463655,5.06934326045695,13577.0184596088,4.10838337104331,11264.5114434962,8.02277773360868,7.06330697870908,6.03969597232112,6.02568837007752
272,265,265,"Boilton Road, Alperton.",5.15382456101561,,6.25139927316378,18851.7968794679,5.66707118689038,17340.9601899699,8.0110953218673,24130.6950172346,6.14652396249327,8.86815359806944,7.29538599267916,3.09566053656311
273,266,266,"Watford Road, North Wembley.",6.06820793976082,,4.08112723860563,11707.8562755481,3.10958106074179,8230.23472388595,4.14277193438303,11667.3174866136,6.06774792801823,7.06678766947768,5.01516852172109,4.97361488068852
274,267,267,"Pinner Road, West Harrow.",8.98215431414266,,6.89528559656124,20653.6908204577,5.13629763543731,14712.8741926115,6.08920751111836,19124.8126698772,9.71732263424279,9.69041632799042,6.83521174111527,5.06636284587064
275,268,268,"High Street, Harrow on the Hill.",7.82428470635205,,6.91351897017851,21324.4760471212,6.40132757625938,19022.9197091363,7.36466869740858,22934.258548798,8.78760072692374,9.15998624171231,5.7213353635442,4.93343144647608
276,269,269,"Greenford Avenue, Drayton Green.",4.63102911779083,,5.5027372823178,16374.3472395261,4.85837706807569,14970.9749081074,5.5472482237249,15786.7887864179,9.01525149186979,6.84179192760151,5.70321936605695,2.46265686425231
277,270,270,"Greenford Road, Sudbury Hill.",9.17589074593026,,5.80830088289272,17091.845494134,5.04237505527666,15318.312499185,6.66988933570203,19751.7384845428,6.95599120568523,8.78486724211432,5.71045610406233,3.5419246718364
278,271,271,Horsenden Lane North,5.5579348193878,,6.86699888988319,20208.7206373063,6.11731161787573,19284.5812521036,7.97120468308323,23988.7377519564,7.29970017793348,8.84206739526957,6.21043180257942,3.81820523506886
279,272,272,"Harrow Road, Sudbury and Harrow.",11.1295283116598,,4.68132661097076,13992.6411548579,4.50232024481797,13728.9924318037,6.53450554947412,19896.3467947411,6.63849826053644,7.89808344356273,4.50889215234113,3.73222244442993
280,273,273,"Anerley Road, Crystal Palace.",8.8825720645795,,4.22704051070112,11714.9108624944,3.75546920094996,10618.5606894168,4.62434321378798,13313.8292196854,6.82744195214594,5.78559878319905,3.20547917875971,3.75246503843195
281,274,274,"Kenton Road (Nash Way), Kenton.",17.7227535976618,,6.71653598716275,20237.3174285785,6.01073058045192,18522.2724304884,7.47605401043684,22898.8469010756,8.3450652964096,9.05585664276871,6.28945743054643,4.76320158182369
282,275,275,"Croydon Road, Beckenham",1.98903105530778,,8.34624017921143,25644.6206818522,8.14251038295038,25452.6462843089,8.36216747194576,25831.4368103066,8.74753639037396,9.13132985544451,5.92607636961981,4.46327525614964
283,276,276,"Beckenham Road, High Street, Beckenham",58.8551399688597,,7.96545895411872,24501.093321821,7.16860322491145,23124.9527171968,8.7357104771742,26460.3547847131,8.24469914869161,9.69693378366328,4.38782047918676,4.81882588698217
284,277,277,"Old Hill & Station Approach, Chislehurst",4.54542546488694,,9.06248207325545,28717.6350302586,8.80909046736157,27889.3567057557,9.11705716599894,29035.0633504346,9.7196188645672,9.84815301822123,7.90737226599359,6.7812298658664
285,278,278,"Southborough Road, Bickley",3.45951265731156,,8.14695517938517,25731.21676599,7.61790588007062,23731.519454026,8.39646451680446,25920.6528892947,9.20768636911868,9.50182074885785,7.45056374445658,5.63427593247914
286,279,279,"High Road, Harrow Weald.",11.4907379329841,,5.82325773128076,18711.9041095171,4.82404241348394,14653.9866790232,6.63073542853663,20071.0763018626,8.64276139639015,9.55147448755815,4.96164307717777,5.06508418871175
288,281,281,"Green Lanes, Haringey",39.693397586887,,3.59151613914888,10509.6049817147,3.93535671288086,10880.3290020044,5.16891133225862,15733.9082407709,6.73221067001229,5.43248947967136,1.69898606744307,2.04699791779222
289,282,282,"Streatham Road, Mitcham.",5.68426780261562,,5.76873176252945,17231.430156495,4.96874288175047,14724.2306647471,6.44751947212601,19178.6185153166,6.92240776458329,7.4172398350926,4.27678342427271,3.13747282069134
295,288,288,"Gunnersbury Lane, High Street, The Vale, Acton.",68.5317194320141,,3.12918421347747,8877.42805509319,2.89549019859754,8516.4831092693,3.64185442267064,10943.7424897077,7.52225914495561,5.04509663279242,2.74768659358048,2.02259241804217
299,291,291,"High Street & The Broadway, The Avenue, Ealing.",88.3395765786789,,3.13862342847237,8388.91888880686,2.87483395811278,8408.55378255295,3.87635830490092,10909.8321441527,6.23298691254249,4.80341207187914,2.16956327592589,2.23119838549503
300,292,292,"Uxbridge Road, The Broadway, South Road, High Street, Western Road, King Street, Southall",103.905875886606,,3.60367849382146,9454.36171791419,3.34087994676203,9077.44556913745,4.88605014783682,13541.4455357138,3.41291987628469,5.97596291609098,3.88409329302019,3.36220700156763
306,298,298,Chiswick High Road,6.54979891307116,,5.26101051300957,15583.6703415887,5.00661331210699,15306.4181352454,6.11554215433441,18398.3808114198,8.52714152242706,6.35778685714703,3.86743187994264,2.68034503807187
310,302,302,"Empire Way, Wembley Park.",8.24887856818318,,4.11626459186651,12009.8616598229,4.34960242926322,12745.3256232453,5.79279608511306,17260.0383012963,6.57168502392125,7.76176840340617,3.09650582625939,3.81891318215669
313,305,305,"Acton Lane, South Acton.",6.60385183185019,,6.02874490170431,17791.962507956,5.48531061044001,16288.7428201649,6.35822173875902,19297.5586933988,8.71628669529259,7.01961567496596,5.0266100958853,3.37263382585627
319,311,311,"High Road, East Finchley.",22.257895780009,,8.90758390285974,26517.1215258371,7.92943111255972,24438.4414178664,9.39782215754851,29531.9464642421,9.47521093916939,9.9265000890657,5.0613574227217,3.0370848568494
320,312,312,"Preston Road, Preston Road.",11.6246325308864,,5.88861304333447,17060.2985358882,5.58188063312182,16877.585348646,7.63575750951408,23059.58400707,7.72181922814535,8.96330771072276,4.79177792055097,3.79901494829042
321,313,313,"Green Lane, Northwood.",11.3683375758503,,8.51031536010843,25906.6249906414,6.58707166095046,20793.3313035585,7.81214776954322,23810.0148140928,9.02455322971743,8.27258001043288,7.14754266709377,7.6829138958835
322,314,314,"Hanger Lane, Ealing.",4.9822457808602,,5.36241937670498,15629.3352341834,5.310788999224,15884.5013308869,7.40944946271763,22496.3869796236,7.30683771456712,8.35872181274702,4.86962559520033,2.16093535258492
323,315,315,"Falloden Way, East Finchley.",7.2473313034627,,8.05381571413314,24669.1066966916,7.4264337313952,22912.1408144239,8.29143918092645,26099.0185990605,9.49241121021316,9.4987935849976,6.08450246473715,4.06987005591822
324,316,316,"London Road, Norbury.",21.0751962978005,,4.49501976184411,13414.7051054563,4.48616228074723,12567.0698490397,5.97900548692786,17205.9234775473,6.9228714444373,7.46014205448814,3.5080542508694,1.58003765154774
325,317,317,"Queensbury Station Parade, Queensbury.",15.9539566414554,,5.88636361620597,16999.5487477869,5.07836033745534,15415.4760074654,8.36459866393598,25494.3561202486,6.77671210137273,9.68013294505978,4.48809660601643,3.61950849003481
327,319,319,"Highgate High Street, Highgate.",8.72325562756368,,5.82888997992269,17837.3234023676,6.56552664963338,20310.7602498446,7.12329521428969,21449.1372197882,8.91683631681112,7.60130968882677,3.70630112451792,2.38752941702428
328,320,320,"Muswell Hill Road , Muswell Hill & Fortis Green Road, Muswell Hill",16.068098132929,,6.05168924378953,19158.9417320456,7.21650356454501,22068.9540151261,8.92646970914912,26916.1733564446,9.79272004470985,6.57951498025035,3.59322711621885,2.0085379041101
330,322,322,"Cricklewood Broadway, Cricklewood.",28.3388593314369,,3.6321650889706,10048.7995160693,3.62777252451488,10269.2775204533,4.44544899088294,12600.5816623828,6.85968256966737,6.07067072105637,2.12209965864069,2.38524989333678
331,323,323,"Brent Street, Hendon.",22.4626320689484,,5.55182530118227,15825.4927917409,4.64912679013333,14319.7239799582,5.60854115383352,17159.4035469102,8.01874741201252,8.08404579359669,4.03635291953629,2.47686791423073
334,326,326,"Golders Green Road, Golders Green.",15.2654064287247,,5.33015200914168,16709.3364564761,5.29506154984209,16764.9963328572,5.35939164588093,16698.2731551252,8.213199707657,9.13200134692265,2.68622189196695,3.10764709282502
335,327,327,"Finchley Road, Golders Green",15.4443277218455,,7.26283147682443,22271.1343514454,6.51281631135393,19899.9808067977,6.92084000513379,21381.7764168558,8.94072303973807,9.5231835165212,6.31799966655335,4.10201993105115
337,329,329,"Cat Hill & East Barnet Road, East Barnet.",12.5749780842823,,5.81165955209799,16951.9097621067,4.44145530750121,13067.8579336416,5.29319972638537,15684.0363843241,7.69175124179193,8.24399693274836,4.90604544552862,3.84350277053071
338,330,330,"Watford Way, Hendon.",16.7886552923567,,7.14379318413038,21219.1214217772,7.021616831191,21591.5574379669,8.08269212257745,25806.8541282779,9.04003435310047,9.60138215550882,3.65071220666479,3.75305901151638
339,331,331,"Kingsbury Road (Kingsbury Station), Kinsbury.",13.3444437722562,,5.3380561688428,15488.5072037236,5.33750908696003,15647.8476923522,6.88535943114936,21082.4645360909,6.53354485195525,8.36053406935937,3.72718279068511,4.10496952136032
340,332,332,"Neasden Lane, Neasden.",10.3512036445594,,2.41358878431962,6158.78623589705,2.97172193336537,7550.26386028546,3.60142165725068,10299.9630788809,3.78193300850759,6.65581494492299,1.46172640644129,2.43906767099842
342,334,334,"Edgware Road, Colindale.",10.8849794426148,,5.21154601570276,15523.8777027546,5.06148243291925,14707.1513659015,6.67502442211248,20449.9939268648,6.24164689797999,8.41698768462764,4.58332586491152,3.35998111062517
343,335,335,"Kilburn High Road, Kilburn.",39.9841933391562,,3.09608420200155,8168.17055305114,2.5643895378963,7106.25113101822,3.76342578054183,10459.9811468131,6.777308218049,5.73102255688396,1.71549285720858,2.69132081001751
346,338,338,"High Street + Station Road, Edgware.",41.2096032912601,,5.1558528245302,15426.0691670102,5.02081827084489,14553.7510731838,6.12173936817556,17288.0964391968,8.73747693822918,9.00680757931517,2.35761070965096,3.25094877574608
349,342,342,"Colney Hatch, Muswell Hill.",7.73482247211221,,8.84390454676745,26227.5769503753,6.95520818700051,20378.879027636,8.89662567704885,27612.5154207115,9.90275745179377,8.9506786890284,5.93347124009405,4.87249271668722
350,343,343,"Kingsbury Road (Roe Green), Kinsbury.",4.79367860201118,,4.717407961978,13869.6292063538,4.53783692091125,13253.0091996995,6.00992390581494,18269.1697834679,6.36556626205589,8.03493014436777,3.86765087311749,4.28670936026415
352,345,345,"Friern Barnet Road, Friern Barnet.",9.85667919842243,,5.05594145560835,15814.2552632196,4.99636452110279,14130.6465248613,4.13741743537708,13196.579216732,7.07462289497489,8.02019905785867,3.0749506725023,4.03235422602646
353,346,346,"Church Road, Willesden",14.2710009648356,,2.02246160424309,4429.09121718597,1.54930345848747,3415.50579048809,1.5797568614521,4025.87485371569,3.55696009979748,5.99603675122817,2.98348870043333,3.94623463775398
356,349,349,"High Road, Cowley Peachey",0.411033351670673,,6.7034886524144,20147.4555882494,6.82155664375024,20506.8375931163,7.73154344744139,24369.9666857196,5.97897218692436,7.00811668409127,3.31825420596974,5.53261103148753
357,350,350,"High Street & Station Road, Cowley",0.42746055090616,,6.39376855580471,19234.2098932211,6.53142106299262,19890.1690469847,7.56659567471482,23572.6097833198,5.76380771099386,6.81364271666411,4.08152876068443,5.18013129948107
358,351,351,"Bowes Road (Ravenscraig Road, Arnos Road), Arnos Grove.",5.44627443744092,,5.49290110943267,15964.4572680539,4.85893250460972,14350.5879441703,5.94830752800855,17855.0783011407,7.40999816903479,7.75601089561885,4.07673721940256,3.89508020477384
359,352,352,"Friern Barnet Road, New Southgate.",6.24618908040936,,5.52431137940839,16524.8499653747,4.91519880956432,14553.2741636832,5.91054528505433,17940.2014789036,7.25470755368593,7.86718853261626,3.81777518400625,4.19935886668394
361,354,354,"Kenton Lane, Harrow.",4.33750402137587,,6.90512137306358,20742.2717100998,5.57654793309154,16523.8600084198,7.37971670940844,22683.3535292191,7.70650091572425,9.49968332854175,6.63292856485818,5.29327789942591
362,355,355,"Mill Lane, West Hampstead.",6.60853859785641,,7.02844268437646,20968.8385373563,6.1199842847959,18495.8598881492,6.80727997192028,20886.2003244685,8.38472270047244,7.99095312717111,5.69335929902867,3.41356538808364
365,358,358,"Streatfield Road, Queensbury.",7.18970206987661,,5.57038238873847,17130.6127583895,5.18076771818167,14461.4012716384,6.65535242824061,20837.8831061022,6.32683001652505,9.05319493441471,6.56566879613612,4.99564247657692
367,360,360,"Kenton Road (Woodcock Park), Kenton",11.1354339086215,,6.47245070861517,20278.5555822555,5.81464423705969,17521.1236503454,8.37941749666882,25379.6802219706,7.9050289038572,9.15891072132601,6.69443175542878,4.96046576291283
368,361,361,"Cockfosters Road, Cockfosters.",8.30515102924354,,6.74801418201584,20266.1825153134,5.58358251241736,16689.2163277798,6.7788241118354,20903.4818211301,8.20908753845774,8.76777693078902,5.7365432871714,5.0105266131132
372,365,365,"Bounces Road, Edmonton.",6.76492369304627,,2.64311600079879,6647.52197636599,2.18348422515513,5795.0240646608,3.11837637289849,8966.78518438494,3.2783362103095,6.71240699523899,2.97640278712654,2.71124780884757
375,368,368,"Fore Street, Silver Street.",29.0676296972906,,2.00040452410371,4072.01522737601,1.46098027927574,3657.31587146631,2.45819126976923,7176.20751480122,2.46553086597288,6.01840278399904,1.32334075286062,2.57943375719901
376,369,369,"Church Lane, Kinsbury.",5.5877727202602,,5.17999563862952,15361.3305146951,4.76623597755632,14616.7621685403,6.54157678712516,19512.1201191266,5.67749858569802,8.11338796851902,5.40087453182058,4.04183951611807
377,370,370,"High Street, Southgate.",20.4192889360292,,6.97777643615156,20719.1658608709,5.07372248515838,13764.6018955123,7.87143670361557,24296.2028161973,8.95126194118071,9.92232669273372,7.88383212446526,5.01930591482058
378,371,371,"Bromley Road, Enfield.",10.7970907517178,,6.02139364599411,18748.7311000804,5.02292297320087,16422.9383668151,6.01643167241227,18178.4262879674,8.9692786403523,8.98601978507353,4.08329919009683,5.00930139951817
379,372,372,"Fortune Green Road, Fortune Green.",6.58148728547658,,7.84434158699303,22835.990517686,6.08319587398632,19144.7569913439,7.03942631781825,20404.1246789505,8.89949559172729,8.08810306867563,6.70213716827735,3.91651044709067
380,373,373,"Willesden Lane, Brondesbury.",5.0351850715895,,4.92047154095493,14135.4061855451,3.11568225034528,9528.24426705012,4.0799675509405,13035.1348873294,7.05659530684213,5.27231856562103,3.87068432966626,4.73099016437254
381,374,374,"Finchley Road, Childs Hill",7.82155024471828,,5.98300800789576,17177.3811819883,5.01541047744464,14091.3172523801,5.99789963574043,16829.1530772568,7.0963109975931,8.91090467529601,5.89052655967529,3.06137322575591
382,375,375,"Shirland Road, Maida Vale.",6.2554297495016,,3.54587947318086,10224.9630053065,3.04661669971952,8060.82430170715,3.34312905882697,9684.31103892703,7.25182442451775,5.85131033794674,3.74315853249066,2.59707663835913
383,376,376,"Bowes Road (North Circular Road), Arnos Grove.",6.80292552568684,,5.76590153825605,17158.3331672977,5.30753622025622,15722.0881946977,6.64886309692668,19852.3961649664,8.10612724065135,8.1870022079348,4.45324450427533,3.27208806351066
384,377,377,"The Broadway, Mill Hill.",16.972408038904,,7.90448505769065,25234.5751758288,7.87426381229633,23877.6674521151,8.87222155071602,27465.4909507283,8.9239495524102,9.94666885033003,4.04674781774015,4.0172231337482
385,378,378,"Bastable Avenue, Creekmouth",5.53299714935667,,1.14758609426859,3009.93655364508,2.05835508290214,3872.64996146394,2.13758398537615,5480.98119292053,3.06570699700318,2.2662775967378,1.17561632299901,1.26145629271855
386,379,379,"Northway Circus, Barnet.",5.51956361100724,,6.50481177072231,19566.5456416955,5.6856484392041,17189.8254934957,6.74810814366446,20228.1893943326,8.30802887105127,9.37387432249314,5.45298826215779,4.73033808953156
387,380,380,"Potter’s Road, Barnet.",4.5853207574249,,5.07351518473522,15579.6775529814,4.07185538498926,11276.5848492809,4.09919977496748,10801.6039313429,8.02381801263899,8.04427428322323,5.02454504929333,5.0202933176033
388,381,381,"Stanmore Hill, Stanmore.",6.53036373058911,,6.94630314966212,20014.4654592598,5.94849720361145,16705.7145535362,6.95735982928759,19819.5968804281,8.91821201996011,9.90760799569943,7.01269517211423,5.176091494452
389,382,382,"Barnet Hill, High Barnet.",7.08442117935352,,6.69780157790189,20167.8930745092,5.64222491709115,16915.6659845379,6.38367939445258,19253.8442711041,8.26010087647899,9.17228039502251,5.04277369805001,5.38969784443282
390,383,383,"Barking Road, Wall End",6.16734989090382,,3.20210318740205,8976.98028175334,3.40219798149436,9125.19579272597,5.10868386419067,14916.3171699653,4.54749592033219,5.97055825376459,4.08413365036697,3.23295535366916
