Col_ID,Row_ID,Hex_ID,Centroid_X,Centroid_Y,area,id,objectid,highstreet,highstre_1,area_ha,gdb_geomat
1157.000000000000000,1141.000000000000000,11571141.000000000000000,532363.544299999950454,163375.797499999986030,106088.115000000005239,6.000000000000000,6.000000000000000,6.000000000000000,"Brighton Road, Purley Oaks.",11.941217771603700,
1158.000000000000000,1140.000000000000000,11581140.000000000000000,532666.653199999942444,163200.797499999986030,106088.115000000005239,6.000000000000000,6.000000000000000,6.000000000000000,"Brighton Road, Purley Oaks.",11.941217771603700,
1158.000000000000000,1142.000000000000000,11581141.999999998137355,532666.653199999942444,163550.797499999986030,106088.115000000005239,6.000000000000000,6.000000000000000,6.000000000000000,"Brighton Road, Purley Oaks.",11.941217771603700,
1157.000000000000000,1145.000000000000000,11571145.000000000000000,532363.544299999950454,164075.797499999986030,106088.115000000005239,7.000000000000000,7.000000000000000,7.000000000000000,"Brighton Road, South Croydon.",7.271561757582720,
1158.000000000000000,1144.000000000000000,11581144.000000000000000,532666.653199999942444,163900.797499999986030,106088.115000000005239,7.000000000000000,7.000000000000000,7.000000000000000,"Brighton Road, South Croydon.",7.271561757582720,
1158.000000000000000,1146.000000000000000,11581146.000000000000000,532666.653199999942444,164250.797499999986030,106088.115000000005239,7.000000000000000,7.000000000000000,7.000000000000000,"Brighton Road, South Croydon.",7.271561757582720,
1110.000000000000000,1152.000000000000000,11101152.000000001862645,518117.426450000028126,165300.797499999986030,106088.080000000001746,8.000000000000000,8.000000000000000,8.000000000000000,"Hook Road, Surbiton",6.927637859444990,
1110.000000000000000,1154.000000000000000,11101154.000000000000000,518117.426450000028126,165650.797499999986030,106088.080000000001746,8.000000000000000,8.000000000000000,8.000000000000000,"Hook Road, Surbiton",6.927637859444990,
1111.000000000000000,1153.000000000000000,11111153.000000000000000,518420.535299999988638,165475.797499999986030,106088.115000000005239,8.000000000000000,8.000000000000000,8.000000000000000,"Hook Road, Surbiton",6.927637859444990,
1123.000000000000000,1157.000000000000000,11231157.000000000000000,522057.842000000004191,166175.797499999986030,106088.115000000005239,9.000000000000000,9.000000000000000,9.000000000000000,"Central Road, Worcester Park.",21.016944310646402,
1124.000000000000000,1154.000000000000000,11241154.000000000000000,522360.950899999937974,165650.797499999986030,106088.115000000005239,9.000000000000000,9.000000000000000,9.000000000000000,"Central Road, Worcester Park.",21.016944310646402,
1124.000000000000000,1156.000000000000000,11241156.000000000000000,522360.950899999937974,166000.797499999986030,106088.115000000005239,9.000000000000000,9.000000000000000,9.000000000000000,"Central Road, Worcester Park.",21.016944310646402,
1125.000000000000000,1153.000000000000000,11251152.999999998137355,522664.059799999988172,165475.797499999986030,106088.115000000005239,9.000000000000000,9.000000000000000,9.000000000000000,"Central Road, Worcester Park.",21.016944310646402,
1125.000000000000000,1155.000000000000000,11251155.000000000000000,522664.059799999988172,165825.797499999986030,106088.115000000005239,9.000000000000000,9.000000000000000,9.000000000000000,"Central Road, Worcester Park.",21.016944310646402,
1126.000000000000000,1154.000000000000000,11261154.000000000000000,522967.168699999980163,165650.797499999986030,106088.115000000005239,9.000000000000000,9.000000000000000,9.000000000000000,"Central Road, Worcester Park.",21.016944310646402,
1167.000000000000000,1153.000000000000000,11671153.000000000000000,535394.633272000006400,165475.797499999986030,106088.097500000003492,10.000000000000000,10.000000000000000,10.000000000000000,"West Wickham, West Wickham.",8.092587432259149,
1167.000000000000000,1155.000000000000000,11671155.000000000000000,535394.633272000006400,165825.797499999986030,106088.097500000003492,10.000000000000000,10.000000000000000,10.000000000000000,"West Wickham, West Wickham.",8.092587432259149,
1168.000000000000000,1154.000000000000000,11681154.000000000000000,535697.742128000012599,165650.797499999986030,106088.097500000003492,10.000000000000000,10.000000000000000,10.000000000000000,"West Wickham, West Wickham.",8.092587432259149,
1168.000000000000000,1156.000000000000000,11681156.000000000000000,535697.742128000012599,166000.797499999986030,106088.097500000003492,10.000000000000000,10.000000000000000,10.000000000000000,"West Wickham, West Wickham.",8.092587432259149,
1169.000000000000000,1155.000000000000000,11691155.000000000000000,536000.851000000024214,165825.797499999986030,106088.115000000005239,10.000000000000000,10.000000000000000,10.000000000000000,"West Wickham, West Wickham.",8.092587432259149,
1154.000000000000000,1166.000000000000000,11541166.000000000000000,531454.217700000037439,167750.797499999986030,106088.115000000005239,11.000000000000000,11.000000000000000,11.000000000000000,"Brigstock Road, Thornton Heath",4.703406003675990,
1154.000000000000000,1168.000000000000000,11541168.000000000000000,531454.217700000037439,168100.797499999986030,106088.115000000005239,11.000000000000000,11.000000000000000,11.000000000000000,"Brigstock Road, Thornton Heath",4.703406003675990,
1155.000000000000000,1167.000000000000000,11551167.000000000000000,531757.326600000029430,167925.797499999986030,106088.115000000005239,11.000000000000000,11.000000000000000,11.000000000000000,"Brigstock Road, Thornton Heath",4.703406003675990,
1155.000000000000000,1169.000000000000000,11551169.000000000000000,531757.326600000029430,168275.797499999986030,106088.115000000005239,11.000000000000000,11.000000000000000,11.000000000000000,"Brigstock Road, Thornton Heath",4.703406003675990,
1144.000000000000000,1148.000000000000000,11441148.000000000000000,528423.128771999967285,164600.797499999986030,106088.097500000003492,12.000000000000000,12.000000000000000,12.000000000000000,"Manor Road, Wallington.",6.428434620867150,
1145.000000000000000,1147.000000000000000,11451147.000000000000000,528726.237627999973483,164425.797499999986030,106088.097500000003492,12.000000000000000,12.000000000000000,12.000000000000000,"Manor Road, Wallington.",6.428434620867150,
1145.000000000000000,1149.000000000000000,11451149.000000000000000,528726.237627999973483,164775.797499999986030,106088.097500000003492,12.000000000000000,12.000000000000000,12.000000000000000,"Manor Road, Wallington.",6.428434620867150,
1142.000000000000000,1148.000000000000000,11421148.000000000000000,527816.910999999963678,164600.797499999986030,106088.115000000005239,13.000000000000000,13.000000000000000,13.000000000000000,"High Street, Carshalton.",7.909562305741530,
1143.000000000000000,1147.000000000000000,11431147.000000000000000,528120.019899999955669,164425.797499999986030,106088.115000000005239,13.000000000000000,13.000000000000000,13.000000000000000,"High Street, Carshalton.",7.909562305741530,
1143.000000000000000,1149.000000000000000,11431149.000000000000000,528120.019899999955669,164775.797499999986030,106088.115000000005239,13.000000000000000,13.000000000000000,13.000000000000000,"High Street, Carshalton.",7.909562305741530,
1144.000000000000000,1148.000000000000000,11441148.000000000000000,528423.128771999967285,164600.797499999986030,106088.097500000003492,13.000000000000000,13.000000000000000,13.000000000000000,"High Street, Carshalton.",7.909562305741530,
1196.000000000000000,1146.000000000000000,11961146.000000000000000,544184.791100000031292,164250.797499999986030,106088.115000000005239,14.000000000000000,14.000000000000000,14.000000000000000,"High Street, Farnborough.",5.814845874813140,
1197.000000000000000,1145.000000000000000,11971145.000000000000000,544487.900000000023283,164075.797499999986030,106088.115000000005239,14.000000000000000,14.000000000000000,14.000000000000000,"High Street, Farnborough.",5.814845874813140,
1197.000000000000000,1147.000000000000000,11971147.000000000000000,544487.900000000023283,164425.797499999986030,106088.115000000005239,14.000000000000000,14.000000000000000,14.000000000000000,"High Street, Farnborough.",5.814845874813140,
1109.000000000000000,1147.000000000000000,11091147.000000000000000,517814.317600000009406,164425.797499999986030,106088.115000000005239,15.000000000000000,15.000000000000000,15.000000000000000,"Hook Road, Chessington.",7.111718132090760,
1109.000000000000000,1149.000000000000000,11091149.000000000000000,517814.317600000009406,164775.797499999986030,106088.115000000005239,15.000000000000000,15.000000000000000,15.000000000000000,"Hook Road, Chessington.",7.111718132090760,
1110.000000000000000,1146.000000000000000,11101146.000000000000000,518117.426450000028126,164250.797499999986030,106088.080000000001746,15.000000000000000,15.000000000000000,15.000000000000000,"Hook Road, Chessington.",7.111718132090760,
1110.000000000000000,1148.000000000000000,11101148.000000000000000,518117.426450000028126,164600.797499999986030,106088.080000000001746,15.000000000000000,15.000000000000000,15.000000000000000,"Hook Road, Chessington.",7.111718132090760,
1151.000000000000000,1161.000000000000000,11511161.000000000000000,530544.890999999945052,166875.797499999986030,106088.115000000005239,16.000000000000000,16.000000000000000,16.000000000000000,"Canterbury Road, Thornton Heath",9.492412096189501,
1152.000000000000000,1160.000000000000000,11521160.000000000000000,530847.999900000053458,166700.797499999986030,106088.115000000005239,16.000000000000000,16.000000000000000,16.000000000000000,"Canterbury Road, Thornton Heath",9.492412096189501,
1152.000000000000000,1162.000000000000000,11521162.000000000000000,530847.999900000053458,167050.797499999986030,106088.115000000005239,16.000000000000000,16.000000000000000,16.000000000000000,"Canterbury Road, Thornton Heath",9.492412096189501,
1153.000000000000000,1161.000000000000000,11531161.000000000000000,531151.108800000045449,166875.797499999986030,106088.115000000005239,16.000000000000000,16.000000000000000,16.000000000000000,"Canterbury Road, Thornton Heath",9.492412096189501,
1149.000000000000000,1283.000000000000000,11491283.000000000000000,529938.673199999961071,188225.797499999986030,106088.115000000005239,19.000000000000000,19.000000000000000,19.000000000000000,Crouch End Hill & Tottenham Lane.,20.652489343546200,
1149.000000000000000,1285.000000000000000,11491285.000000000000000,529938.673199999961071,188575.797499999986030,106088.115000000005239,19.000000000000000,19.000000000000000,19.000000000000000,Crouch End Hill & Tottenham Lane.,20.652489343546200,
1150.000000000000000,1282.000000000000000,11501282.000000000000000,530241.782099999953061,188050.797499999986030,106088.115000000005239,19.000000000000000,19.000000000000000,19.000000000000000,Crouch End Hill & Tottenham Lane.,20.652489343546200,
1150.000000000000000,1284.000000000000000,11501284.000000000000000,530241.782099999953061,188400.797499999986030,106088.115000000005239,19.000000000000000,19.000000000000000,19.000000000000000,Crouch End Hill & Tottenham Lane.,20.652489343546200,
1150.000000000000000,1286.000000000000000,11501286.000000000000000,530241.782099999953061,188750.797499999986030,106088.115000000005239,19.000000000000000,19.000000000000000,19.000000000000000,Crouch End Hill & Tottenham Lane.,20.652489343546200,
1151.000000000000000,1285.000000000000000,11511285.000000000000000,530544.890999999945052,188575.797499999986030,106088.115000000005239,19.000000000000000,19.000000000000000,19.000000000000000,Crouch End Hill & Tottenham Lane.,20.652489343546200,
1151.000000000000000,1287.000000000000000,11511287.000000000000000,530544.890999999945052,188925.797499999986030,106088.115000000005239,19.000000000000000,19.000000000000000,19.000000000000000,Crouch End Hill & Tottenham Lane.,20.652489343546200,
1127.000000000000000,1149.000000000000000,11271149.000000000000000,523270.277599999972153,164775.797499999986030,106088.115000000005239,20.000000000000000,20.000000000000000,20.000000000000000,"London Road, North Cheam.",16.262217991376200,
1127.000000000000000,1151.000000000000000,11271151.000000001862645,523270.277599999972153,165125.797499999986030,106088.115000000005239,20.000000000000000,20.000000000000000,20.000000000000000,"London Road, North Cheam.",16.262217991376200,
1128.000000000000000,1150.000000000000000,11281150.000000000000000,523573.386499999964144,164950.797499999986030,106088.115000000005239,20.000000000000000,20.000000000000000,20.000000000000000,"London Road, North Cheam.",16.262217991376200,
1128.000000000000000,1152.000000000000000,11281152.000000000000000,523573.386499999964144,165300.797499999986030,106088.115000000005239,20.000000000000000,20.000000000000000,20.000000000000000,"London Road, North Cheam.",16.262217991376200,
1129.000000000000000,1151.000000000000000,11291151.000000000000000,523876.495400000014342,165125.797499999986030,106088.115000000005239,20.000000000000000,20.000000000000000,20.000000000000000,"London Road, North Cheam.",16.262217991376200,
1130.000000000000000,1140.000000000000000,11301140.000000000000000,524179.604300000006333,163200.797499999986030,106088.115000000005239,22.000000000000000,22.000000000000000,22.000000000000000,"Upper Mulgrave Road, Cheam.",4.851022668794140,
1131.000000000000000,1139.000000000000000,11311139.000000000000000,524482.713199999998324,163025.797499999986030,106088.115000000005239,22.000000000000000,22.000000000000000,22.000000000000000,"Upper Mulgrave Road, Cheam.",4.851022668794140,
1131.000000000000000,1141.000000000000000,11311141.000000001862645,524482.713199999998324,163375.797499999986030,106088.115000000005239,22.000000000000000,22.000000000000000,22.000000000000000,"Upper Mulgrave Road, Cheam.",4.851022668794140,
1132.000000000000000,1140.000000000000000,11321140.000000000000000,524785.822099999990314,163200.797499999986030,106088.115000000005239,22.000000000000000,22.000000000000000,22.000000000000000,"Upper Mulgrave Road, Cheam.",4.851022668794140,
1131.000000000000000,1149.000000000000000,11311149.000000000000000,524482.713199999998324,164775.797499999986030,106088.115000000005239,23.000000000000000,23.000000000000000,23.000000000000000,"Oldfields Road, Sutton.",4.804560730625910,
1131.000000000000000,1151.000000000000000,11311151.000000001862645,524482.713199999998324,165125.797499999986030,106088.115000000005239,23.000000000000000,23.000000000000000,23.000000000000000,"Oldfields Road, Sutton.",4.804560730625910,
1132.000000000000000,1150.000000000000000,11321150.000000000000000,524785.822099999990314,164950.797499999986030,106088.115000000005239,23.000000000000000,23.000000000000000,23.000000000000000,"Oldfields Road, Sutton.",4.804560730625910,
1132.000000000000000,1152.000000000000000,11321152.000000000000000,524785.822099999990314,165300.797499999986030,106088.115000000005239,23.000000000000000,23.000000000000000,23.000000000000000,"Oldfields Road, Sutton.",4.804560730625910,
1130.000000000000000,1158.000000000000000,11301158.000000000000000,524179.604300000006333,166350.797499999986030,106088.115000000005239,24.000000000000000,24.000000000000000,24.000000000000000,"Epsom Road + Stonecroft Hill, Morden South.",9.264652772701099,
1131.000000000000000,1159.000000000000000,11311159.000000000000000,524482.713199999998324,166525.797499999986030,106088.115000000005239,24.000000000000000,24.000000000000000,24.000000000000000,"Epsom Road + Stonecroft Hill, Morden South.",9.264652772701099,
1131.000000000000000,1161.000000000000000,11311161.000000000000000,524482.713199999998324,166875.797499999986030,106088.115000000005239,24.000000000000000,24.000000000000000,24.000000000000000,"Epsom Road + Stonecroft Hill, Morden South.",9.264652772701099,
1132.000000000000000,1160.000000000000000,11321160.000000000000000,524785.822099999990314,166700.797499999986030,106088.115000000005239,24.000000000000000,24.000000000000000,24.000000000000000,"Epsom Road + Stonecroft Hill, Morden South.",9.264652772701099,
1090.000000000000000,1208.000000000000000,10901208.000000000000000,512055.248599999991711,175100.797499999986030,106088.115000000005239,25.000000000000000,25.000000000000000,25.000000000000000,"Staines Road, Hounslow West.",7.455090350286040,
1091.000000000000000,1207.000000000000000,10911207.000000000000000,512358.357499999983702,174925.797499999986030,106088.115000000005239,25.000000000000000,25.000000000000000,25.000000000000000,"Staines Road, Hounslow West.",7.455090350286040,
1091.000000000000000,1209.000000000000000,10911209.000000000000000,512358.357499999983702,175275.797499999986030,106088.115000000005239,25.000000000000000,25.000000000000000,25.000000000000000,"Staines Road, Hounslow West.",7.455090350286040,
1092.000000000000000,1208.000000000000000,10921208.000000000000000,512661.466399999975692,175100.797499999986030,106088.115000000005239,25.000000000000000,25.000000000000000,25.000000000000000,"Staines Road, Hounslow West.",7.455090350286040,
1153.000000000000000,1165.000000000000000,11531165.000000000000000,531151.108800000045449,167575.797499999986030,106088.115000000005239,26.000000000000000,26.000000000000000,26.000000000000000,"London Road + Thornton Road, Thornton Heath.",13.170663039747600,
1153.000000000000000,1167.000000000000000,11531167.000000000000000,531151.108800000045449,167925.797499999986030,106088.115000000005239,26.000000000000000,26.000000000000000,26.000000000000000,"London Road + Thornton Road, Thornton Heath.",13.170663039747600,
1153.000000000000000,1169.000000000000000,11531169.000000000000000,531151.108800000045449,168275.797499999986030,106088.115000000005239,26.000000000000000,26.000000000000000,26.000000000000000,"London Road + Thornton Road, Thornton Heath.",13.170663039747600,
1154.000000000000000,1166.000000000000000,11541166.000000000000000,531454.217700000037439,167750.797499999986030,106088.115000000005239,26.000000000000000,26.000000000000000,26.000000000000000,"London Road + Thornton Road, Thornton Heath.",13.170663039747600,
1154.000000000000000,1168.000000000000000,11541168.000000000000000,531454.217700000037439,168100.797499999986030,106088.115000000005239,26.000000000000000,26.000000000000000,26.000000000000000,"London Road + Thornton Road, Thornton Heath.",13.170663039747600,
1112.000000000000000,1154.000000000000000,11121154.000000000000000,518723.644199999980628,165650.797499999986030,106088.115000000005239,27.000000000000000,27.000000000000000,27.000000000000000,"Red Lion Road, Tolworth.",6.658788164390320,
1113.000000000000000,1153.000000000000000,11131152.999999998137355,519026.753100000030827,165475.797499999986030,106088.115000000005239,27.000000000000000,27.000000000000000,27.000000000000000,"Red Lion Road, Tolworth.",6.658788164390320,
1113.000000000000000,1155.000000000000000,11131155.000000000000000,519026.753100000030827,165825.797499999986030,106088.115000000005239,27.000000000000000,27.000000000000000,27.000000000000000,"Red Lion Road, Tolworth.",6.658788164390320,
1113.000000000000000,1157.000000000000000,11131157.000000000000000,519026.753100000030827,166175.797499999986030,106088.115000000005239,27.000000000000000,27.000000000000000,27.000000000000000,"Red Lion Road, Tolworth.",6.658788164390320,
1114.000000000000000,1156.000000000000000,11141156.000000000000000,519329.862000000022817,166000.797499999986030,106088.115000000005239,27.000000000000000,27.000000000000000,27.000000000000000,"Red Lion Road, Tolworth.",6.658788164390320,
1152.000000000000000,1170.000000000000000,11521170.000000000000000,530847.999900000053458,168450.797499999986030,106088.115000000005239,29.000000000000000,29.000000000000000,29.000000000000000,"London Road, Thornton Heath.",7.588787520348380,
1152.000000000000000,1172.000000000000000,11521172.000000000000000,530847.999900000053458,168800.797499999986030,106088.115000000005239,29.000000000000000,29.000000000000000,29.000000000000000,"London Road, Thornton Heath.",7.588787520348380,
1153.000000000000000,1169.000000000000000,11531169.000000000000000,531151.108800000045449,168275.797499999986030,106088.115000000005239,29.000000000000000,29.000000000000000,29.000000000000000,"London Road, Thornton Heath.",7.588787520348380,
1153.000000000000000,1171.000000000000000,11531171.000000000000000,531151.108800000045449,168625.797499999986030,106088.115000000005239,29.000000000000000,29.000000000000000,29.000000000000000,"London Road, Thornton Heath.",7.588787520348380,
1140.000000000000000,1170.000000000000000,11401170.000000000000000,527210.693199999979697,168450.797499999986030,106088.115000000005239,30.000000000000000,30.000000000000000,30.000000000000000,"London Road (Cricket Green), Mitcham",5.876025408980220,
1141.000000000000000,1169.000000000000000,11411169.000000000000000,527513.802099999971688,168275.797499999986030,106088.115000000005239,30.000000000000000,30.000000000000000,30.000000000000000,"London Road (Cricket Green), Mitcham",5.876025408980220,
1141.000000000000000,1171.000000000000000,11411171.000000000000000,527513.802099999971688,168625.797499999986030,106088.115000000005239,30.000000000000000,30.000000000000000,30.000000000000000,"London Road (Cricket Green), Mitcham",5.876025408980220,
1107.000000000000000,1175.000000000000000,11071175.000000000000000,517208.099800000025425,169325.797499999986030,106088.115000000005239,31.000000000000000,31.000000000000000,31.000000000000000,"High Street, Hampton Wick.",9.137211386517929,
1107.000000000000000,1177.000000000000000,11071177.000000000000000,517208.099800000025425,169675.797499999986030,106088.115000000005239,31.000000000000000,31.000000000000000,31.000000000000000,"High Street, Hampton Wick.",9.137211386517929,
1108.000000000000000,1174.000000000000000,11081173.999999998137355,517511.208700000017416,169150.797499999986030,106088.115000000005239,31.000000000000000,31.000000000000000,31.000000000000000,"High Street, Hampton Wick.",9.137211386517929,
1108.000000000000000,1176.000000000000000,11081176.000000000000000,517511.208700000017416,169500.797499999986030,106088.115000000005239,31.000000000000000,31.000000000000000,31.000000000000000,"High Street, Hampton Wick.",9.137211386517929,
1108.000000000000000,1178.000000000000000,11081178.000000000000000,517511.208700000017416,169850.797499999986030,106088.115000000005239,31.000000000000000,31.000000000000000,31.000000000000000,"High Street, Hampton Wick.",9.137211386517929,
1112.000000000000000,1158.000000000000000,11121158.000000000000000,518723.644199999980628,166350.797499999986030,106088.115000000005239,33.000000000000000,33.000000000000000,33.000000000000000,"Ewell Road (Ellerton Road), Tolworth",6.895081628433200,
1112.000000000000000,1160.000000000000000,11121160.000000000000000,518723.644199999980628,166700.797499999986030,106088.115000000005239,33.000000000000000,33.000000000000000,33.000000000000000,"Ewell Road (Ellerton Road), Tolworth",6.895081628433200,
1113.000000000000000,1157.000000000000000,11131157.000000000000000,519026.753100000030827,166175.797499999986030,106088.115000000005239,33.000000000000000,33.000000000000000,33.000000000000000,"Ewell Road (Ellerton Road), Tolworth",6.895081628433200,
1113.000000000000000,1159.000000000000000,11131159.000000000000000,519026.753100000030827,166525.797499999986030,106088.115000000005239,33.000000000000000,33.000000000000000,33.000000000000000,"Ewell Road (Ellerton Road), Tolworth",6.895081628433200,
1166.000000000000000,1174.000000000000000,11661174.000000000000000,535091.524399999994785,169150.797499999986030,106088.115000000005239,34.000000000000000,34.000000000000000,34.000000000000000,"Elmers End Road, Birkbeck.",7.963879652203680,
1167.000000000000000,1173.000000000000000,11671173.000000000000000,535394.633272000006400,168975.797499999986030,106088.097500000003492,34.000000000000000,34.000000000000000,34.000000000000000,"Elmers End Road, Birkbeck.",7.963879652203680,
1167.000000000000000,1175.000000000000000,11671175.000000000000000,535394.633272000006400,169325.797499999986030,106088.097500000003492,34.000000000000000,34.000000000000000,34.000000000000000,"Elmers End Road, Birkbeck.",7.963879652203680,
1162.000000000000000,1128.000000000000000,11621128.000000000000000,533879.088800000026822,161100.797499999986030,106088.115000000005239,37.000000000000000,37.000000000000000,37.000000000000000,"Limpsfield Road, Riddlesdown.",7.461718697413020,
1163.000000000000000,1127.000000000000000,11631127.000000000000000,534182.197700000018813,160925.797499999986030,106088.115000000005239,37.000000000000000,37.000000000000000,37.000000000000000,"Limpsfield Road, Riddlesdown.",7.461718697413020,
1163.000000000000000,1129.000000000000000,11631129.000000000000000,534182.197700000018813,161275.797499999986030,106088.115000000005239,37.000000000000000,37.000000000000000,37.000000000000000,"Limpsfield Road, Riddlesdown.",7.461718697413020,
1164.000000000000000,1128.000000000000000,11641128.000000000000000,534485.306600000010803,161100.797499999986030,106088.115000000005239,37.000000000000000,37.000000000000000,37.000000000000000,"Limpsfield Road, Riddlesdown.",7.461718697413020,
1087.000000000000000,1247.000000000000000,10871247.000000000000000,511145.921950000047218,181925.797499999986030,106088.080000000001746,38.000000000000000,38.000000000000000,38.000000000000000,"Yeading Lane, Hillingdon.",5.151588323372600,
1087.000000000000000,1249.000000000000000,10871248.999999998137355,511145.921950000047218,182275.797499999986030,106088.080000000001746,38.000000000000000,38.000000000000000,38.000000000000000,"Yeading Lane, Hillingdon.",5.151588323372600,
1162.000000000000000,1158.000000000000000,11621158.000000000000000,533879.088800000026822,166350.797499999986030,106088.115000000005239,39.000000000000000,39.000000000000000,39.000000000000000,"Lower Addiscombe Road, Blackhorse Lane.",10.816838670843101,
1163.000000000000000,1157.000000000000000,11631157.000000000000000,534182.197700000018813,166175.797499999986030,106088.115000000005239,39.000000000000000,39.000000000000000,39.000000000000000,"Lower Addiscombe Road, Blackhorse Lane.",10.816838670843101,
1163.000000000000000,1159.000000000000000,11631159.000000000000000,534182.197700000018813,166525.797499999986030,106088.115000000005239,39.000000000000000,39.000000000000000,39.000000000000000,"Lower Addiscombe Road, Blackhorse Lane.",10.816838670843101,
1164.000000000000000,1158.000000000000000,11641158.000000000000000,534485.306600000010803,166350.797499999986030,106088.115000000005239,39.000000000000000,39.000000000000000,39.000000000000000,"Lower Addiscombe Road, Blackhorse Lane.",10.816838670843101,
1164.000000000000000,1160.000000000000000,11641160.000000000000000,534485.306600000010803,166700.797499999986030,106088.115000000005239,39.000000000000000,39.000000000000000,39.000000000000000,"Lower Addiscombe Road, Blackhorse Lane.",10.816838670843101,
1165.000000000000000,1159.000000000000000,11651159.000000000000000,534788.415500000002794,166525.797499999986030,106088.115000000005239,39.000000000000000,39.000000000000000,39.000000000000000,"Lower Addiscombe Road, Blackhorse Lane.",10.816838670843101,
1156.000000000000000,1172.000000000000000,11561172.000000000000000,532060.435449999989942,168800.797499999986030,106088.080000000001746,41.000000000000000,41.000000000000000,41.000000000000000,"Beulah Road, Thornton Heath.",13.280108525696701,
1156.000000000000000,1174.000000000000000,11561173.999999998137355,532060.435449999989942,169150.797499999986030,106088.080000000001746,41.000000000000000,41.000000000000000,41.000000000000000,"Beulah Road, Thornton Heath.",13.280108525696701,
1157.000000000000000,1171.000000000000000,11571171.000000000000000,532363.544299999950454,168625.797499999986030,106088.115000000005239,41.000000000000000,41.000000000000000,41.000000000000000,"Beulah Road, Thornton Heath.",13.280108525696701,
1157.000000000000000,1173.000000000000000,11571173.000000001862645,532363.544299999950454,168975.797499999986030,106088.115000000005239,41.000000000000000,41.000000000000000,41.000000000000000,"Beulah Road, Thornton Heath.",13.280108525696701,
1158.000000000000000,1172.000000000000000,11581172.000000000000000,532666.653199999942444,168800.797499999986030,106088.115000000005239,41.000000000000000,41.000000000000000,41.000000000000000,"Beulah Road, Thornton Heath.",13.280108525696701,
1158.000000000000000,1174.000000000000000,11581174.000000000000000,532666.653199999942444,169150.797499999986030,106088.115000000005239,41.000000000000000,41.000000000000000,41.000000000000000,"Beulah Road, Thornton Heath.",13.280108525696701,
1080.000000000000000,1200.000000000000000,10801200.000000000000000,509024.159700000018347,173700.797499999986030,106088.115000000005239,43.000000000000000,43.000000000000000,43.000000000000000,"Staines Road, Feltham.",6.470297881433380,
1080.000000000000000,1202.000000000000000,10801202.000000000000000,509024.159700000018347,174050.797499999986030,106088.115000000005239,43.000000000000000,43.000000000000000,43.000000000000000,"Staines Road, Feltham.",6.470297881433380,
1081.000000000000000,1201.000000000000000,10811201.000000000000000,509327.268600000010338,173875.797499999986030,106088.115000000005239,43.000000000000000,43.000000000000000,43.000000000000000,"Staines Road, Feltham.",6.470297881433380,
1107.000000000000000,1203.000000000000000,11071203.000000000000000,517208.099800000025425,174225.797499999986030,106088.115000000005239,44.000000000000000,44.000000000000000,44.000000000000000,"Richmond Road, Richmond.",6.522725759509980,
